,Year,Month,Day,Hour,Consumption
2361,2020,6,5,8,16492.0
2676,2020,6,5,9,17502.0
2991,2020,6,5,10,18210.0
3306,2020,6,5,11,18897.0
3621,2020,6,5,12,19475.0
3936,2020,6,5,13,19989.0
4251,2020,6,5,14,20454.0
4566,2020,6,5,15,20763.0
4881,2020,6,5,16,20968.0
5196,2020,6,5,17,21250.0
5511,2020,6,5,18,21355.0
5826,2020,6,5,19,21040.0
6141,2020,6,5,20,20514.0
6456,2020,6,5,21,20058.0
6771,2020,6,5,22,19583.0
7086,2020,6,5,23,18576.0
7401,2020,6,5,24,17384.0
157,2020,6,6,1,16412.0
472,2020,6,6,2,15611.0
787,2020,6,6,3,15044.0
1102,2020,6,6,4,14629.0
1417,2020,6,6,5,14438.0
1732,2020,6,6,6,14404.0
2047,2020,6,6,7,14651.0
2362,2020,6,6,8,15330.0
2677,2020,6,6,9,16258.0
2992,2020,6,6,10,17221.0
3307,2020,6,6,11,18177.0
3622,2020,6,6,12,19080.0
3937,2020,6,6,13,19739.0
4252,2020,6,6,14,20191.0
4567,2020,6,6,15,20358.0
4882,2020,6,6,16,20406.0
5197,2020,6,6,17,20379.0
5512,2020,6,6,18,20365.0
5827,2020,6,6,19,20146.0
6142,2020,6,6,20,19364.0
6457,2020,6,6,21,18684.0
6772,2020,6,6,22,18184.0
7087,2020,6,6,23,17216.0
7402,2020,6,6,24,16075.0
158,2020,6,7,1,15005.0
473,2020,6,7,2,14197.0
788,2020,6,7,3,13601.0
1103,2020,6,7,4,13199.0
1418,2020,6,7,5,12946.0
1733,2020,6,7,6,12677.0
2048,2020,6,7,7,12758.0
2363,2020,6,7,8,13127.0
2678,2020,6,7,9,13652.0
2993,2020,6,7,10,14160.0
3308,2020,6,7,11,14696.0
3623,2020,6,7,12,15029.0
3938,2020,6,7,13,15303.0
4253,2020,6,7,14,15419.0
4568,2020,6,7,15,15489.0
4883,2020,6,7,16,15732.0
5198,2020,6,7,17,16192.0
5513,2020,6,7,18,16677.0
5828,2020,6,7,19,16891.0
6143,2020,6,7,20,16709.0
6458,2020,6,7,21,16540.0
6773,2020,6,7,22,16382.0
7088,2020,6,7,23,15595.0
7403,2020,6,7,24,14660.0
159,2020,6,8,1,13825.0
474,2020,6,8,2,13263.0
789,2020,6,8,3,12862.0
1104,2020,6,8,4,12629.0
1419,2020,6,8,5,12637.0
1734,2020,6,8,6,12928.0
2049,2020,6,8,7,13742.0
2364,2020,6,8,8,14716.0
2679,2020,6,8,9,15450.0
2994,2020,6,8,10,15916.0
3309,2020,6,8,11,16297.0
3624,2020,6,8,12,16609.0
3939,2020,6,8,13,16931.0
4254,2020,6,8,14,17233.0
4569,2020,6,8,15,17549.0
4884,2020,6,8,16,17973.0
5199,2020,6,8,17,18564.0
5514,2020,6,8,18,19056.0
5829,2020,6,8,19,18977.0
6144,2020,6,8,20,18501.0
6459,2020,6,8,21,17985.0
6774,2020,6,8,22,17645.0
7089,2020,6,8,23,16659.0
7404,2020,6,8,24,15520.0
160,2020,6,9,1,14603.0
475,2020,6,9,2,13948.0
790,2020,6,9,3,13506.0
1105,2020,6,9,4,13253.0
1420,2020,6,9,5,13230.0
1735,2020,6,9,6,13519.0
2050,2020,6,9,7,14341.0
2365,2020,6,9,8,15506.0
2680,2020,6,9,9,16562.0
2995,2020,6,9,10,17271.0
3310,2020,6,9,11,17937.0
3625,2020,6,9,12,18672.0
3940,2020,6,9,13,19418.0
4255,2020,6,9,14,20225.0
4570,2020,6,9,15,20913.0
4885,2020,6,9,16,21643.0
5200,2020,6,9,17,22328.0
5515,2020,6,9,18,22842.0
5830,2020,6,9,19,22766.0
6145,2020,6,9,20,22200.0
6460,2020,6,9,21,21474.0
6775,2020,6,9,22,21019.0
7090,2020,6,9,23,19783.0
7405,2020,6,9,24,18341.0
161,2020,6,10,1,17067.0
476,2020,6,10,2,16153.0
791,2020,6,10,3,15545.0
1106,2020,6,10,4,15140.0
1421,2020,6,10,5,15020.0
1736,2020,6,10,6,15264.0
2051,2020,6,10,7,16099.0
2366,2020,6,10,8,17270.0
2681,2020,6,10,9,18385.0
2996,2020,6,10,10,19310.0
3311,2020,6,10,11,20248.0
3626,2020,6,10,12,21161.0
3941,2020,6,10,13,22041.0
4256,2020,6,10,14,22855.0
4571,2020,6,10,15,23388.0
4886,2020,6,10,16,23871.0
5201,2020,6,10,17,24284.0
5516,2020,6,10,18,24477.0
5831,2020,6,10,19,24067.0
6146,2020,6,10,20,23274.0
6461,2020,6,10,21,22484.0
6776,2020,6,10,22,22002.0
7091,2020,6,10,23,20788.0
7406,2020,6,10,24,19285.0
162,2020,6,11,1,18002.0
477,2020,6,11,2,17082.0
792,2020,6,11,3,16477.0
1107,2020,6,11,4,16069.0
1422,2020,6,11,5,15951.0
1737,2020,6,11,6,16173.0
2052,2020,6,11,7,16981.0
2367,2020,6,11,8,18110.0
2682,2020,6,11,9,19245.0
2997,2020,6,11,10,19885.0
3312,2020,6,11,11,20347.0
3627,2020,6,11,12,20701.0
3942,2020,6,11,13,21144.0
4257,2020,6,11,14,21362.0
4572,2020,6,11,15,21246.0
4887,2020,6,11,16,21096.0
5202,2020,6,11,17,21071.0
5517,2020,6,11,18,21244.0
5832,2020,6,11,19,21161.0
6147,2020,6,11,20,20563.0
6462,2020,6,11,21,19989.0
6777,2020,6,11,22,19564.0
7092,2020,6,11,23,18549.0
7407,2020,6,11,24,17266.0
163,2020,6,12,1,16207.0
478,2020,6,12,2,15410.0
793,2020,6,12,3,14828.0
1108,2020,6,12,4,14441.0
1423,2020,6,12,5,14330.0
1738,2020,6,12,6,14562.0
2053,2020,6,12,7,15407.0
2368,2020,6,12,8,16600.0
2683,2020,6,12,9,17592.0
2998,2020,6,12,10,18195.0
3313,2020,6,12,11,18763.0
3628,2020,6,12,12,19279.0
3943,2020,6,12,13,19658.0
4258,2020,6,12,14,19987.0
4573,2020,6,12,15,20194.0
4888,2020,6,12,16,20420.0
5203,2020,6,12,17,20601.0
5518,2020,6,12,18,20625.0
5833,2020,6,12,19,20187.0
6148,2020,6,12,20,19547.0
6463,2020,6,12,21,18943.0
6778,2020,6,12,22,18567.0
7093,2020,6,12,23,17579.0
7408,2020,6,12,24,16434.0
164,2020,6,13,1,15324.0
479,2020,6,13,2,14493.0
794,2020,6,13,3,13838.0
1109,2020,6,13,4,13381.0
1424,2020,6,13,5,13154.0
1739,2020,6,13,6,12994.0
2054,2020,6,13,7,13203.0
2369,2020,6,13,8,13626.0
2684,2020,6,13,9,14126.0
2999,2020,6,13,10,14510.0
3314,2020,6,13,11,14761.0
3629,2020,6,13,12,14957.0
3944,2020,6,13,13,15100.0
4259,2020,6,13,14,15203.0
4574,2020,6,13,15,15327.0
4889,2020,6,13,16,15589.0
5204,2020,6,13,17,16014.0
5519,2020,6,13,18,16499.0
5834,2020,6,13,19,16672.0
6149,2020,6,13,20,16451.0
6464,2020,6,13,21,16193.0
6779,2020,6,13,22,16025.0
7094,2020,6,13,23,15252.0
7409,2020,6,13,24,14354.0
165,2020,6,14,1,13560.0
480,2020,6,14,2,12978.0
795,2020,6,14,3,12598.0
1110,2020,6,14,4,12325.0
1425,2020,6,14,5,12174.0
1740,2020,6,14,6,12047.0
2055,2020,6,14,7,12149.0
2370,2020,6,14,8,12473.0
2685,2020,6,14,9,12932.0
3000,2020,6,14,10,13407.0
3315,2020,6,14,11,13794.0
3630,2020,6,14,12,14100.0
3945,2020,6,14,13,14468.0
4260,2020,6,14,14,14674.0
4575,2020,6,14,15,14707.0
4890,2020,6,14,16,14950.0
5205,2020,6,14,17,15303.0
5520,2020,6,14,18,15841.0
5835,2020,6,14,19,16152.0
6150,2020,6,14,20,16066.0
6465,2020,6,14,21,15880.0
6780,2020,6,14,22,15832.0
7095,2020,6,14,23,15149.0
7410,2020,6,14,24,14268.0
166,2020,6,15,1,13579.0
481,2020,6,15,2,13052.0
796,2020,6,15,3,12693.0
1111,2020,6,15,4,12495.0
1426,2020,6,15,5,12571.0
1741,2020,6,15,6,12947.0
2056,2020,6,15,7,13819.0
2371,2020,6,15,8,14805.0
2686,2020,6,15,9,15535.0
3001,2020,6,15,10,15921.0
3316,2020,6,15,11,16181.0
3631,2020,6,15,12,16491.0
3946,2020,6,15,13,16812.0
4261,2020,6,15,14,16997.0
4576,2020,6,15,15,17045.0
4891,2020,6,15,16,17221.0
5206,2020,6,15,17,17648.0
5521,2020,6,15,18,18036.0
5836,2020,6,15,19,17937.0
6151,2020,6,15,20,17554.0
6466,2020,6,15,21,17117.0
6781,2020,6,15,22,16819.0
7096,2020,6,15,23,15848.0
7411,2020,6,15,24,14784.0
167,2020,6,16,1,13904.0
482,2020,6,16,2,13280.0
797,2020,6,16,3,12887.0
1112,2020,6,16,4,12678.0
1427,2020,6,16,5,12729.0
1742,2020,6,16,6,13023.0
2057,2020,6,16,7,13918.0
2372,2020,6,16,8,14976.0
2687,2020,6,16,9,15809.0
3002,2020,6,16,10,16184.0
3317,2020,6,16,11,16495.0
3632,2020,6,16,12,16804.0
3947,2020,6,16,13,17064.0
4262,2020,6,16,14,17418.0
4577,2020,6,16,15,17766.0
4892,2020,6,16,16,18150.0
5207,2020,6,16,17,18626.0
5522,2020,6,16,18,19048.0
5837,2020,6,16,19,19051.0
6152,2020,6,16,20,18586.0
6467,2020,6,16,21,18010.0
6782,2020,6,16,22,17648.0
7097,2020,6,16,23,16617.0
7412,2020,6,16,24,15395.0
168,2020,6,17,1,14426.0
483,2020,6,17,2,13698.0
798,2020,6,17,3,13226.0
1113,2020,6,17,4,12980.0
1428,2020,6,17,5,12971.0
1743,2020,6,17,6,13220.0
2058,2020,6,17,7,14154.0
2373,2020,6,17,8,15269.0
2688,2020,6,17,9,16108.0
3003,2020,6,17,10,16687.0
3318,2020,6,17,11,17156.0
3633,2020,6,17,12,17618.0
3948,2020,6,17,13,18089.0
4263,2020,6,17,14,18658.0
4578,2020,6,17,15,19162.0
4893,2020,6,17,16,19775.0
5208,2020,6,17,17,20116.0
5523,2020,6,17,18,20353.0
5838,2020,6,17,19,20173.0
6153,2020,6,17,20,19689.0
6468,2020,6,17,21,19147.0
6783,2020,6,17,22,18675.0
7098,2020,6,17,23,17558.0
7413,2020,6,17,24,16352.0
169,2020,6,18,1,15326.0
484,2020,6,18,2,14608.0
799,2020,6,18,3,14120.0
1114,2020,6,18,4,13822.0
1429,2020,6,18,5,13793.0
1744,2020,6,18,6,14114.0
2059,2020,6,18,7,15009.0
2374,2020,6,18,8,16206.0
2689,2020,6,18,9,17244.0
3004,2020,6,18,10,17898.0
3319,2020,6,18,11,18738.0
3634,2020,6,18,12,19479.0
3949,2020,6,18,13,20156.0
4264,2020,6,18,14,20786.0
4579,2020,6,18,15,21250.0
4894,2020,6,18,16,21545.0
5209,2020,6,18,17,21895.0
5524,2020,6,18,18,22041.0
5839,2020,6,18,19,21687.0
6154,2020,6,18,20,21073.0
6469,2020,6,18,21,20523.0
6784,2020,6,18,22,20067.0
7099,2020,6,18,23,18914.0
7414,2020,6,18,24,17506.0
170,2020,6,19,1,16410.0
485,2020,6,19,2,15542.0
800,2020,6,19,3,14985.0
1115,2020,6,19,4,14677.0
1430,2020,6,19,5,14615.0
1745,2020,6,19,6,14844.0
2060,2020,6,19,7,15669.0
2375,2020,6,19,8,16945.0
2690,2020,6,19,9,18212.0
3005,2020,6,19,10,19252.0
3320,2020,6,19,11,20150.0
3635,2020,6,19,12,20896.0
3950,2020,6,19,13,21488.0
4265,2020,6,19,14,21939.0
4580,2020,6,19,15,22335.0
4895,2020,6,19,16,22701.0
5210,2020,6,19,17,22974.0
5525,2020,6,19,18,22917.0
5840,2020,6,19,19,22423.0
6155,2020,6,19,20,21629.0
6470,2020,6,19,21,20911.0
6785,2020,6,19,22,20436.0
7100,2020,6,19,23,19374.0
7415,2020,6,19,24,18153.0
171,2020,6,20,1,16954.0
486,2020,6,20,2,16017.0
801,2020,6,20,3,15357.0
1116,2020,6,20,4,14927.0
1431,2020,6,20,5,14693.0
1746,2020,6,20,6,14545.0
2061,2020,6,20,7,14896.0
2376,2020,6,20,8,15779.0
2691,2020,6,20,9,16928.0
3006,2020,6,20,10,18057.0
3321,2020,6,20,11,19233.0
3636,2020,6,20,12,20264.0
3951,2020,6,20,13,21040.0
4266,2020,6,20,14,21541.0
4581,2020,6,20,15,21937.0
4896,2020,6,20,16,22265.0
5211,2020,6,20,17,22595.0
5526,2020,6,20,18,22825.0
5841,2020,6,20,19,22502.0
6156,2020,6,20,20,21807.0
6471,2020,6,20,21,21207.0
6786,2020,6,20,22,20807.0
7101,2020,6,20,23,19848.0
7416,2020,6,20,24,18658.0
172,2020,6,21,1,17424.0
487,2020,6,21,2,16430.0
802,2020,6,21,3,15717.0
1117,2020,6,21,4,15246.0
1432,2020,6,21,5,14943.0
1747,2020,6,21,6,14715.0
2062,2020,6,21,7,14954.0
2377,2020,6,21,8,15807.0
2692,2020,6,21,9,17008.0
3007,2020,6,21,10,18290.0
3322,2020,6,21,11,19460.0
3637,2020,6,21,12,20514.0
3952,2020,6,21,13,21297.0
4267,2020,6,21,14,21897.0
4582,2020,6,21,15,22307.0
4897,2020,6,21,16,22716.0
5212,2020,6,21,17,23261.0
5527,2020,6,21,18,23669.0
5842,2020,6,21,19,23621.0
6157,2020,6,21,20,23110.0
6472,2020,6,21,21,22492.0
6787,2020,6,21,22,22133.0
7102,2020,6,21,23,20952.0
7417,2020,6,21,24,19565.0
173,2020,6,22,1,18297.0
488,2020,6,22,2,17364.0
803,2020,6,22,3,16682.0
1118,2020,6,22,4,16199.0
1433,2020,6,22,5,16068.0
1748,2020,6,22,6,16343.0
2063,2020,6,22,7,17400.0
2378,2020,6,22,8,19092.0
2693,2020,6,22,9,20671.0
3008,2020,6,22,10,22054.0
3323,2020,6,22,11,23439.0
3638,2020,6,22,12,24608.0
3953,2020,6,22,13,25590.0
4268,2020,6,22,14,26220.0
4583,2020,6,22,15,26591.0
4898,2020,6,22,16,26828.0
5213,2020,6,22,17,26980.0
5528,2020,6,22,18,26827.0
5843,2020,6,22,19,26281.0
6158,2020,6,22,20,25265.0
6473,2020,6,22,21,24328.0
6788,2020,6,22,22,23580.0
7103,2020,6,22,23,22143.0
7418,2020,6,22,24,20512.0
174,2020,6,23,1,19094.0
489,2020,6,23,2,18073.0
804,2020,6,23,3,17308.0
1119,2020,6,23,4,16873.0
1434,2020,6,23,5,16737.0
1749,2020,6,23,6,17008.0
2064,2020,6,23,7,18096.0
2379,2020,6,23,8,19726.0
2694,2020,6,23,9,21190.0
3009,2020,6,23,10,22405.0
3324,2020,6,23,11,23492.0
3639,2020,6,23,12,24441.0
3954,2020,6,23,13,25107.0
4269,2020,6,23,14,25612.0
4584,2020,6,23,15,25869.0
4899,2020,6,23,16,26039.0
5214,2020,6,23,17,26171.0
5529,2020,6,23,18,26167.0
5844,2020,6,23,19,25532.0
6159,2020,6,23,20,24586.0
6474,2020,6,23,21,23672.0
6789,2020,6,23,22,23013.0
7104,2020,6,23,23,21695.0
7419,2020,6,23,24,20214.0
175,2020,6,24,1,18961.0
490,2020,6,24,2,17933.0
805,2020,6,24,3,17315.0
1120,2020,6,24,4,16943.0
1435,2020,6,24,5,16841.0
1750,2020,6,24,6,17098.0
2065,2020,6,24,7,18030.0
2380,2020,6,24,8,19286.0
2695,2020,6,24,9,20400.0
3010,2020,6,24,10,21112.0
3325,2020,6,24,11,21696.0
3640,2020,6,24,12,22197.0
3955,2020,6,24,13,22578.0
4270,2020,6,24,14,22902.0
4585,2020,6,24,15,23160.0
4900,2020,6,24,16,23440.0
5215,2020,6,24,17,23646.0
5530,2020,6,24,18,23774.0
5845,2020,6,24,19,23307.0
6160,2020,6,24,20,22454.0
6475,2020,6,24,21,21512.0
6790,2020,6,24,22,21038.0
7105,2020,6,24,23,19850.0
7420,2020,6,24,24,18390.0
176,2020,6,25,1,17174.0
491,2020,6,25,2,16277.0
806,2020,6,25,3,15657.0
1121,2020,6,25,4,15283.0
1436,2020,6,25,5,15185.0
1751,2020,6,25,6,15399.0
2066,2020,6,25,7,16253.0
2381,2020,6,25,8,17507.0
2696,2020,6,25,9,18530.0
3011,2020,6,25,10,19295.0
3326,2020,6,25,11,19988.0
3641,2020,6,25,12,20714.0
3956,2020,6,25,13,21393.0
4271,2020,6,25,14,22085.0
4586,2020,6,25,15,22630.0
4901,2020,6,25,16,22730.0
5216,2020,6,25,17,22730.0
5531,2020,6,25,18,22738.0
5846,2020,6,25,19,22329.0
6161,2020,6,25,20,21579.0
6476,2020,6,25,21,20856.0
6791,2020,6,25,22,20570.0
7106,2020,6,25,23,19517.0
7421,2020,6,25,24,18248.0
177,2020,6,26,1,17156.0
492,2020,6,26,2,16312.0
807,2020,6,26,3,15699.0
1122,2020,6,26,4,15301.0
1437,2020,6,26,5,15215.0
1752,2020,6,26,6,15466.0
2067,2020,6,26,7,16364.0
2382,2020,6,26,8,17731.0
2697,2020,6,26,9,18798.0
3012,2020,6,26,10,19655.0
3327,2020,6,26,11,20430.0
3642,2020,6,26,12,21174.0
3957,2020,6,26,13,21761.0
4272,2020,6,26,14,22287.0
4587,2020,6,26,15,22709.0
4902,2020,6,26,16,23083.0
5217,2020,6,26,17,23380.0
5532,2020,6,26,18,23431.0
5847,2020,6,26,19,22886.0
6162,2020,6,26,20,22197.0
6477,2020,6,26,21,21340.0
6792,2020,6,26,22,20830.0
7107,2020,6,26,23,19636.0
7422,2020,6,26,24,18355.0
178,2020,6,27,1,17206.0
493,2020,6,27,2,16302.0
808,2020,6,27,3,15617.0
1123,2020,6,27,4,15198.0
1438,2020,6,27,5,14958.0
1753,2020,6,27,6,14826.0
2068,2020,6,27,7,15093.0
2383,2020,6,27,8,15822.0
2698,2020,6,27,9,16850.0
3013,2020,6,27,10,17793.0
3328,2020,6,27,11,18600.0
3643,2020,6,27,12,19148.0
3958,2020,6,27,13,19493.0
4273,2020,6,27,14,19674.0
4588,2020,6,27,15,19850.0
4903,2020,6,27,16,19967.0
5218,2020,6,27,17,20206.0
5533,2020,6,27,18,20562.0
5848,2020,6,27,19,20667.0
6163,2020,6,27,20,20321.0
6478,2020,6,27,21,20027.0
6793,2020,6,27,22,19883.0
7108,2020,6,27,23,19140.0
7423,2020,6,27,24,18174.0
179,2020,6,28,1,17149.0
494,2020,6,28,2,16315.0
809,2020,6,28,3,15720.0
1124,2020,6,28,4,15348.0
1439,2020,6,28,5,15127.0
1754,2020,6,28,6,14969.0
2069,2020,6,28,7,15113.0
2384,2020,6,28,8,15900.0
2699,2020,6,28,9,17006.0
3014,2020,6,28,10,18335.0
3329,2020,6,28,11,19671.0
3644,2020,6,28,12,20738.0
3959,2020,6,28,13,21453.0
4274,2020,6,28,14,21892.0
4589,2020,6,28,15,22304.0
4904,2020,6,28,16,22722.0
5219,2020,6,28,17,22814.0
5534,2020,6,28,18,22660.0
5849,2020,6,28,19,22359.0
6164,2020,6,28,20,21713.0
6479,2020,6,28,21,21216.0
6794,2020,6,28,22,20951.0
7109,2020,6,28,23,19937.0
7424,2020,6,28,24,18764.0
180,2020,6,29,1,17569.0
495,2020,6,29,2,16634.0
810,2020,6,29,3,16042.0
1125,2020,6,29,4,15689.0
1440,2020,6,29,5,15617.0
1755,2020,6,29,6,15879.0
2070,2020,6,29,7,16861.0
2385,2020,6,29,8,18356.0
2700,2020,6,29,9,19616.0
3015,2020,6,29,10,20713.0
3330,2020,6,29,11,21660.0
3645,2020,6,29,12,22329.0
3960,2020,6,29,13,22890.0
4275,2020,6,29,14,23572.0
4590,2020,6,29,15,24158.0
4905,2020,6,29,16,24479.0
5220,2020,6,29,17,24878.0
5535,2020,6,29,18,24991.0
5850,2020,6,29,19,24129.0
6165,2020,6,29,20,22891.0
6480,2020,6,29,21,22042.0
6795,2020,6,29,22,21445.0
7110,2020,6,29,23,20211.0
7425,2020,6,29,24,18764.0
181,2020,6,30,1,17556.0
496,2020,6,30,2,16563.0
811,2020,6,30,3,15908.0
1126,2020,6,30,4,15512.0
1441,2020,6,30,5,15410.0
1756,2020,6,30,6,15702.0
2071,2020,6,30,7,16649.0
2386,2020,6,30,8,17918.0
2701,2020,6,30,9,19069.0
3016,2020,6,30,10,19878.0
3331,2020,6,30,11,20489.0
3646,2020,6,30,12,20953.0
3961,2020,6,30,13,21233.0
4276,2020,6,30,14,21352.0
4591,2020,6,30,15,21540.0
4906,2020,6,30,16,21676.0
5221,2020,6,30,17,21969.0
5536,2020,6,30,18,22128.0
5851,2020,6,30,19,21829.0
6166,2020,6,30,20,21172.0
6481,2020,6,30,21,20536.0
6796,2020,6,30,22,20172.0
7111,2020,6,30,23,19144.0
7426,2020,6,30,24,17873.0
182,2020,7,1,1,16759.0
497,2020,7,1,2,15924.0
812,2020,7,1,3,15352.0
1127,2020,7,1,4,15032.0
1442,2020,7,1,5,15000.0
1757,2020,7,1,6,15315.0
2072,2020,7,1,7,16283.0
2387,2020,7,1,8,17562.0
2702,2020,7,1,9,18685.0
3017,2020,7,1,10,19552.0
3332,2020,7,1,11,20299.0
3647,2020,7,1,12,21000.0
3962,2020,7,1,13,21433.0
4277,2020,7,1,14,21701.0
4592,2020,7,1,15,22049.0
4907,2020,7,1,16,22600.0
5222,2020,7,1,17,23155.0
5537,2020,7,1,18,23407.0
5852,2020,7,1,19,22821.0
6167,2020,7,1,20,22138.0
6482,2020,7,1,21,21506.0
6797,2020,7,1,22,21080.0
7112,2020,7,1,23,19855.0
7427,2020,7,1,24,18327.0
183,2020,7,2,1,17013.0
498,2020,7,2,2,16096.0
813,2020,7,2,3,15403.0
1128,2020,7,2,4,15051.0
1443,2020,7,2,5,14987.0
1758,2020,7,2,6,15291.0
2073,2020,7,2,7,16286.0
2388,2020,7,2,8,17721.0
2703,2020,7,2,9,19036.0
3018,2020,7,2,10,20152.0
3333,2020,7,2,11,21340.0
3648,2020,7,2,12,22449.0
3963,2020,7,2,13,23467.0
4278,2020,7,2,14,24456.0
4593,2020,7,2,15,25306.0
4908,2020,7,2,16,25939.0
5223,2020,7,2,17,26429.0
5538,2020,7,2,18,26456.0
5853,2020,7,2,19,25872.0
6168,2020,7,2,20,25060.0
6483,2020,7,2,21,24186.0
6798,2020,7,2,22,23616.0
7113,2020,7,2,23,22190.0
7428,2020,7,2,24,20748.0
184,2020,7,3,1,19396.0
499,2020,7,3,2,18358.0
814,2020,7,3,3,17617.0
1129,2020,7,3,4,17105.0
1444,2020,7,3,5,16857.0
1759,2020,7,3,6,16822.0
2074,2020,7,3,7,17273.0
2389,2020,7,3,8,18302.0
2704,2020,7,3,9,19431.0
3019,2020,7,3,10,20390.0
3334,2020,7,3,11,21550.0
3649,2020,7,3,12,22556.0
3964,2020,7,3,13,23492.0
4279,2020,7,3,14,24119.0
4594,2020,7,3,15,24641.0
4909,2020,7,3,16,25057.0
5224,2020,7,3,17,25232.0
5539,2020,7,3,18,25004.0
5854,2020,7,3,19,24357.0
6169,2020,7,3,20,23514.0
6484,2020,7,3,21,22668.0
6799,2020,7,3,22,22027.0
7114,2020,7,3,23,20945.0
7429,2020,7,3,24,19657.0
185,2020,7,4,1,18338.0
500,2020,7,4,2,17288.0
815,2020,7,4,3,16516.0
1130,2020,7,4,4,15994.0
1445,2020,7,4,5,15665.0
1760,2020,7,4,6,15482.0
2075,2020,7,4,7,15580.0
2390,2020,7,4,8,16183.0
2705,2020,7,4,9,17091.0
3020,2020,7,4,10,17963.0
3335,2020,7,4,11,18932.0
3650,2020,7,4,12,19942.0
3965,2020,7,4,13,20763.0
4280,2020,7,4,14,21425.0
4595,2020,7,4,15,21850.0
4910,2020,7,4,16,22179.0
5225,2020,7,4,17,22544.0
5540,2020,7,4,18,22774.0
5855,2020,7,4,19,22591.0
6170,2020,7,4,20,21907.0
6485,2020,7,4,21,21031.0
6800,2020,7,4,22,20380.0
7115,2020,7,4,23,19611.0
7430,2020,7,4,24,18555.0
186,2020,7,5,1,17470.0
501,2020,7,5,2,16577.0
816,2020,7,5,3,15957.0
1131,2020,7,5,4,15532.0
1446,2020,7,5,5,15273.0
1761,2020,7,5,6,15091.0
2076,2020,7,5,7,15161.0
2391,2020,7,5,8,15768.0
2706,2020,7,5,9,16727.0
3021,2020,7,5,10,17969.0
3336,2020,7,5,11,19279.0
3651,2020,7,5,12,20534.0
3966,2020,7,5,13,21632.0
4281,2020,7,5,14,22484.0
4596,2020,7,5,15,23189.0
4911,2020,7,5,16,23825.0
5226,2020,7,5,17,24442.0
5541,2020,7,5,18,24937.0
5856,2020,7,5,19,24949.0
6171,2020,7,5,20,24414.0
6486,2020,7,5,21,23808.0
6801,2020,7,5,22,23365.0
7116,2020,7,5,23,22056.0
7431,2020,7,5,24,20594.0
187,2020,7,6,1,19257.0
502,2020,7,6,2,18196.0
817,2020,7,6,3,17458.0
1132,2020,7,6,4,17010.0
1447,2020,7,6,5,16847.0
1762,2020,7,6,6,17048.0
2077,2020,7,6,7,17966.0
2392,2020,7,6,8,19519.0
2707,2020,7,6,9,21050.0
3022,2020,7,6,10,22434.0
3337,2020,7,6,11,23689.0
3652,2020,7,6,12,24883.0
3967,2020,7,6,13,25872.0
4282,2020,7,6,14,26673.0
4597,2020,7,6,15,27283.0
4912,2020,7,6,16,27448.0
5227,2020,7,6,17,26895.0
5542,2020,7,6,18,26268.0
5857,2020,7,6,19,25491.0
6172,2020,7,6,20,24634.0
6487,2020,7,6,21,23741.0
6802,2020,7,6,22,23103.0
7117,2020,7,6,23,21701.0
7432,2020,7,6,24,20146.0
188,2020,7,7,1,18710.0
503,2020,7,7,2,17695.0
818,2020,7,7,3,17041.0
1133,2020,7,7,4,16651.0
1448,2020,7,7,5,16529.0
1763,2020,7,7,6,16847.0
2078,2020,7,7,7,17828.0
2393,2020,7,7,8,19317.0
2708,2020,7,7,9,20709.0
3023,2020,7,7,10,21626.0
3338,2020,7,7,11,22346.0
3653,2020,7,7,12,23135.0
3968,2020,7,7,13,23778.0
4283,2020,7,7,14,24432.0
4598,2020,7,7,15,24971.0
4913,2020,7,7,16,25305.0
5228,2020,7,7,17,25509.0
5543,2020,7,7,18,25532.0
5858,2020,7,7,19,25149.0
6173,2020,7,7,20,24502.0
6488,2020,7,7,21,23939.0
6803,2020,7,7,22,23486.0
7118,2020,7,7,23,22229.0
7433,2020,7,7,24,20797.0
189,2020,7,8,1,19527.0
504,2020,7,8,2,18676.0
819,2020,7,8,3,18105.0
1134,2020,7,8,4,17781.0
1449,2020,7,8,5,17704.0
1764,2020,7,8,6,18021.0
2079,2020,7,8,7,18976.0
2394,2020,7,8,8,20502.0
2709,2020,7,8,9,22003.0
3024,2020,7,8,10,23097.0
3339,2020,7,8,11,24222.0
3654,2020,7,8,12,25372.0
3969,2020,7,8,13,26214.0
4284,2020,7,8,14,26757.0
4599,2020,7,8,15,26849.0
4914,2020,7,8,16,26725.0
5229,2020,7,8,17,26363.0
5544,2020,7,8,18,26030.0
5859,2020,7,8,19,25735.0
6174,2020,7,8,20,25130.0
6489,2020,7,8,21,24464.0
6804,2020,7,8,22,23978.0
7119,2020,7,8,23,22699.0
7434,2020,7,8,24,21181.0
190,2020,7,9,1,19837.0
505,2020,7,9,2,18848.0
820,2020,7,9,3,18126.0
1135,2020,7,9,4,17675.0
1450,2020,7,9,5,17557.0
1765,2020,7,9,6,17870.0
2080,2020,7,9,7,18940.0
2395,2020,7,9,8,20551.0
2710,2020,7,9,9,22104.0
3025,2020,7,9,10,23369.0
3340,2020,7,9,11,24610.0
3655,2020,7,9,12,25795.0
3970,2020,7,9,13,26760.0
4285,2020,7,9,14,27548.0
4600,2020,7,9,15,28058.0
4915,2020,7,9,16,28382.0
5230,2020,7,9,17,28628.0
5545,2020,7,9,18,28808.0
5860,2020,7,9,19,28400.0
