,Year,Month,Day,Hour,Consumption
4444,2020,2,4,15,18332.0
4759,2020,2,4,16,18381.0
5074,2020,2,4,17,18734.0
5389,2020,2,4,18,19523.0
5704,2020,2,4,19,19625.0
6019,2020,2,4,20,19232.0
6334,2020,2,4,21,18597.0
6649,2020,2,4,22,17681.0
6964,2020,2,4,23,16497.0
7279,2020,2,4,24,15380.0
35,2020,2,5,1,14608.0
350,2020,2,5,2,14164.0
665,2020,2,5,3,13986.0
980,2020,2,5,4,13999.0
1295,2020,2,5,5,14292.0
1610,2020,2,5,6,15258.0
1925,2020,2,5,7,17052.0
2240,2020,2,5,8,18282.0
2555,2020,2,5,9,18697.0
2870,2020,2,5,10,18851.0
3185,2020,2,5,11,18787.0
3500,2020,2,5,12,18687.0
3815,2020,2,5,13,18505.0
4130,2020,2,5,14,18441.0
4445,2020,2,5,15,18387.0
4760,2020,2,5,16,18553.0
5075,2020,2,5,17,19155.0
5390,2020,2,5,18,20032.0
5705,2020,2,5,19,20179.0
6020,2020,2,5,20,19837.0
6335,2020,2,5,21,19252.0
6650,2020,2,5,22,18384.0
6965,2020,2,5,23,17202.0
7280,2020,2,5,24,16084.0
36,2020,2,6,1,15290.0
351,2020,2,6,2,14891.0
666,2020,2,6,3,14687.0
981,2020,2,6,4,14665.0
1296,2020,2,6,5,14945.0
1611,2020,2,6,6,15750.0
1926,2020,2,6,7,17307.0
2241,2020,2,6,8,18580.0
2556,2020,2,6,9,19098.0
2871,2020,2,6,10,19444.0
3186,2020,2,6,11,19602.0
3501,2020,2,6,12,19627.0
3816,2020,2,6,13,19564.0
4131,2020,2,6,14,19547.0
4446,2020,2,6,15,19448.0
4761,2020,2,6,16,19497.0
5076,2020,2,6,17,19798.0
5391,2020,2,6,18,20431.0
5706,2020,2,6,19,20416.0
6021,2020,2,6,20,19967.0
6336,2020,2,6,21,19328.0
6651,2020,2,6,22,18425.0
6966,2020,2,6,23,17258.0
7281,2020,2,6,24,16104.0
37,2020,2,7,1,15354.0
352,2020,2,7,2,14883.0
667,2020,2,7,3,14609.0
982,2020,2,7,4,14535.0
1297,2020,2,7,5,14772.0
1612,2020,2,7,6,15598.0
1927,2020,2,7,7,17094.0
2242,2020,2,7,8,18308.0
2557,2020,2,7,9,18884.0
2872,2020,2,7,10,19237.0
3187,2020,2,7,11,19462.0
3502,2020,2,7,12,19426.0
3817,2020,2,7,13,19243.0
4132,2020,2,7,14,19130.0
4447,2020,2,7,15,19034.0
4762,2020,2,7,16,19137.0
5077,2020,2,7,17,19428.0
5392,2020,2,7,18,20140.0
5707,2020,2,7,19,20333.0
6022,2020,2,7,20,19940.0
6337,2020,2,7,21,19363.0
6652,2020,2,7,22,18681.0
6967,2020,2,7,23,17759.0
7282,2020,2,7,24,16789.0
38,2020,2,8,1,16070.0
353,2020,2,8,2,15579.0
668,2020,2,8,3,15299.0
983,2020,2,8,4,15218.0
1298,2020,2,8,5,15286.0
1613,2020,2,8,6,15634.0
1928,2020,2,8,7,16278.0
2243,2020,2,8,8,16934.0
2558,2020,2,8,9,17460.0
2873,2020,2,8,10,17701.0
3188,2020,2,8,11,17818.0
3503,2020,2,8,12,17853.0
3818,2020,2,8,13,17816.0
4133,2020,2,8,14,17709.0
4448,2020,2,8,15,17666.0
4763,2020,2,8,16,17729.0
5078,2020,2,8,17,18109.0
5393,2020,2,8,18,18910.0
5708,2020,2,8,19,19388.0
6023,2020,2,8,20,19143.0
6338,2020,2,8,21,18795.0
6653,2020,2,8,22,18261.0
6968,2020,2,8,23,17579.0
7283,2020,2,8,24,16858.0
39,2020,2,9,1,16193.0
354,2020,2,9,2,15709.0
669,2020,2,9,3,15410.0
984,2020,2,9,4,15244.0
1299,2020,2,9,5,15260.0
1614,2020,2,9,6,15488.0
1929,2020,2,9,7,15951.0
2244,2020,2,9,8,16364.0
2559,2020,2,9,9,16903.0
2874,2020,2,9,10,17250.0
3189,2020,2,9,11,17373.0
3504,2020,2,9,12,17358.0
3819,2020,2,9,13,17270.0
4134,2020,2,9,14,17179.0
4449,2020,2,9,15,17176.0
4764,2020,2,9,16,17394.0
5079,2020,2,9,17,17920.0
5394,2020,2,9,18,18868.0
5709,2020,2,9,19,19227.0
6024,2020,2,9,20,18993.0
6339,2020,2,9,21,18498.0
6654,2020,2,9,22,17767.0
6969,2020,2,9,23,16813.0
7284,2020,2,9,24,15833.0
40,2020,2,10,1,15120.0
355,2020,2,10,2,14689.0
670,2020,2,10,3,14418.0
985,2020,2,10,4,14356.0
1300,2020,2,10,5,14609.0
1615,2020,2,10,6,15524.0
1930,2020,2,10,7,17131.0
2245,2020,2,10,8,18352.0
2560,2020,2,10,9,18826.0
2875,2020,2,10,10,19118.0
3190,2020,2,10,11,19177.0
3505,2020,2,10,12,19037.0
3820,2020,2,10,13,19022.0
4135,2020,2,10,14,19088.0
4450,2020,2,10,15,19010.0
4765,2020,2,10,16,19076.0
5080,2020,2,10,17,19445.0
5395,2020,2,10,18,20008.0
5710,2020,2,10,19,20051.0
6025,2020,2,10,20,19595.0
6340,2020,2,10,21,18959.0
6655,2020,2,10,22,18010.0
6970,2020,2,10,23,16779.0
7285,2020,2,10,24,15657.0
41,2020,2,11,1,14820.0
356,2020,2,11,2,14378.0
671,2020,2,11,3,14103.0
986,2020,2,11,4,14025.0
1301,2020,2,11,5,14276.0
1616,2020,2,11,6,15205.0
1931,2020,2,11,7,16906.0
2246,2020,2,11,8,18116.0
2561,2020,2,11,9,18556.0
2876,2020,2,11,10,18792.0
3191,2020,2,11,11,18900.0
3506,2020,2,11,12,18946.0
3821,2020,2,11,13,18851.0
4136,2020,2,11,14,18837.0
4451,2020,2,11,15,18687.0
4766,2020,2,11,16,18604.0
5081,2020,2,11,17,18917.0
5396,2020,2,11,18,19588.0
5711,2020,2,11,19,19824.0
6026,2020,2,11,20,19489.0
6341,2020,2,11,21,18957.0
6656,2020,2,11,22,18065.0
6971,2020,2,11,23,16932.0
7286,2020,2,11,24,15834.0
42,2020,2,12,1,15046.0
357,2020,2,12,2,14631.0
672,2020,2,12,3,14397.0
987,2020,2,12,4,14396.0
1302,2020,2,12,5,14661.0
1617,2020,2,12,6,15554.0
1932,2020,2,12,7,17305.0
2247,2020,2,12,8,18317.0
2562,2020,2,12,9,18418.0
2877,2020,2,12,10,18279.0
3192,2020,2,12,11,18041.0
3507,2020,2,12,12,17760.0
3822,2020,2,12,13,17655.0
4137,2020,2,12,14,17629.0
4452,2020,2,12,15,17808.0
4767,2020,2,12,16,18165.0
5082,2020,2,12,17,18703.0
5397,2020,2,12,18,19564.0
5712,2020,2,12,19,19839.0
6027,2020,2,12,20,19543.0
6342,2020,2,12,21,18978.0
6657,2020,2,12,22,18122.0
6972,2020,2,12,23,16991.0
7287,2020,2,12,24,15895.0
43,2020,2,13,1,15184.0
358,2020,2,13,2,14752.0
673,2020,2,13,3,14483.0
988,2020,2,13,4,14409.0
1303,2020,2,13,5,14603.0
1618,2020,2,13,6,15484.0
1933,2020,2,13,7,17133.0
2248,2020,2,13,8,18240.0
2563,2020,2,13,9,18745.0
2878,2020,2,13,10,19055.0
3193,2020,2,13,11,19256.0
3508,2020,2,13,12,19285.0
3823,2020,2,13,13,19215.0
4138,2020,2,13,14,19214.0
4453,2020,2,13,15,19149.0
4768,2020,2,13,16,19134.0
5083,2020,2,13,17,19336.0
5398,2020,2,13,18,19948.0
5713,2020,2,13,19,20183.0
6028,2020,2,13,20,19877.0
6343,2020,2,13,21,19386.0
6658,2020,2,13,22,18631.0
6973,2020,2,13,23,17567.0
7288,2020,2,13,24,16452.0
44,2020,2,14,1,15675.0
359,2020,2,14,2,15252.0
674,2020,2,14,3,15011.0
989,2020,2,14,4,15036.0
1304,2020,2,14,5,15346.0
1619,2020,2,14,6,16212.0
1934,2020,2,14,7,17897.0
2249,2020,2,14,8,19017.0
2564,2020,2,14,9,19313.0
2879,2020,2,14,10,19421.0
3194,2020,2,14,11,19293.0
3509,2020,2,14,12,19160.0
3824,2020,2,14,13,18982.0
4139,2020,2,14,14,18872.0
4454,2020,2,14,15,18805.0
4769,2020,2,14,16,19057.0
5084,2020,2,14,17,19648.0
5399,2020,2,14,18,20485.0
5714,2020,2,14,19,21027.0
6029,2020,2,14,20,20811.0
6344,2020,2,14,21,20400.0
6659,2020,2,14,22,19813.0
6974,2020,2,14,23,19015.0
7289,2020,2,14,24,18171.0
45,2020,2,15,1,17525.0
360,2020,2,15,2,17088.0
675,2020,2,15,3,16846.0
990,2020,2,15,4,16728.0
1305,2020,2,15,5,16799.0
1620,2020,2,15,6,17151.0
1935,2020,2,15,7,17855.0
2250,2020,2,15,8,18427.0
2565,2020,2,15,9,18787.0
2880,2020,2,15,10,18837.0
3195,2020,2,15,11,18731.0
3510,2020,2,15,12,18506.0
3825,2020,2,15,13,18192.0
4140,2020,2,15,14,17970.0
4455,2020,2,15,15,17995.0
4770,2020,2,15,16,18224.0
5085,2020,2,15,17,18765.0
5400,2020,2,15,18,19582.0
5715,2020,2,15,19,20060.0
6030,2020,2,15,20,19782.0
6345,2020,2,15,21,19338.0
6660,2020,2,15,22,18672.0
6975,2020,2,15,23,17853.0
7290,2020,2,15,24,16957.0
46,2020,2,16,1,16174.0
361,2020,2,16,2,15634.0
676,2020,2,16,3,15304.0
991,2020,2,16,4,15080.0
1306,2020,2,16,5,15016.0
1621,2020,2,16,6,15179.0
1936,2020,2,16,7,15577.0
2251,2020,2,16,8,15983.0
2566,2020,2,16,9,16644.0
2881,2020,2,16,10,17086.0
3196,2020,2,16,11,17230.0
3511,2020,2,16,12,17391.0
3826,2020,2,16,13,17399.0
4141,2020,2,16,14,17164.0
4456,2020,2,16,15,17147.0
4771,2020,2,16,16,17242.0
5086,2020,2,16,17,17535.0
5401,2020,2,16,18,18251.0
5716,2020,2,16,19,18741.0
6031,2020,2,16,20,18515.0
6346,2020,2,16,21,18069.0
6661,2020,2,16,22,17492.0
6976,2020,2,16,23,16726.0
7291,2020,2,16,24,15843.0
47,2020,2,17,1,15192.0
362,2020,2,17,2,14766.0
677,2020,2,17,3,14545.0
992,2020,2,17,4,14479.0
1307,2020,2,17,5,14723.0
1622,2020,2,17,6,15376.0
1937,2020,2,17,7,16441.0
2252,2020,2,17,8,17172.0
2567,2020,2,17,9,17532.0
2882,2020,2,17,10,17631.0
3197,2020,2,17,11,17553.0
3512,2020,2,17,12,17441.0
3827,2020,2,17,13,17240.0
4142,2020,2,17,14,17107.0
4457,2020,2,17,15,17000.0
4772,2020,2,17,16,17121.0
5087,2020,2,17,17,17738.0
5402,2020,2,17,18,18723.0
5717,2020,2,17,19,19409.0
6032,2020,2,17,20,19145.0
6347,2020,2,17,21,18683.0
6662,2020,2,17,22,17963.0
6977,2020,2,17,23,17074.0
7292,2020,2,17,24,16118.0
48,2020,2,18,1,15407.0
363,2020,2,18,2,15001.0
678,2020,2,18,3,14750.0
993,2020,2,18,4,14711.0
1308,2020,2,18,5,14935.0
1623,2020,2,18,6,15732.0
1938,2020,2,18,7,17097.0
2253,2020,2,18,8,18133.0
2568,2020,2,18,9,18755.0
2883,2020,2,18,10,19298.0
3198,2020,2,18,11,19501.0
3513,2020,2,18,12,19520.0
3828,2020,2,18,13,19387.0
4143,2020,2,18,14,19404.0
4458,2020,2,18,15,19305.0
4773,2020,2,18,16,19249.0
5088,2020,2,18,17,19460.0
5403,2020,2,18,18,19957.0
5718,2020,2,18,19,20023.0
6033,2020,2,18,20,19543.0
6348,2020,2,18,21,18901.0
6663,2020,2,18,22,18013.0
6978,2020,2,18,23,16918.0
7293,2020,2,18,24,15817.0
49,2020,2,19,1,15022.0
364,2020,2,19,2,14530.0
679,2020,2,19,3,14303.0
994,2020,2,19,4,14265.0
1309,2020,2,19,5,14524.0
1624,2020,2,19,6,15378.0
1939,2020,2,19,7,16790.0
2254,2020,2,19,8,17852.0
2569,2020,2,19,9,18070.0
2884,2020,2,19,10,18041.0
3199,2020,2,19,11,17973.0
3514,2020,2,19,12,17895.0
3829,2020,2,19,13,17719.0
4144,2020,2,19,14,17719.0
4459,2020,2,19,15,17722.0
4774,2020,2,19,16,17940.0
5089,2020,2,19,17,18580.0
5404,2020,2,19,18,19517.0
5719,2020,2,19,19,20110.0
6034,2020,2,19,20,19847.0
6349,2020,2,19,21,19371.0
6664,2020,2,19,22,18629.0
6979,2020,2,19,23,17648.0
7294,2020,2,19,24,16614.0
50,2020,2,20,1,15867.0
365,2020,2,20,2,15475.0
680,2020,2,20,3,15283.0
995,2020,2,20,4,15259.0
1310,2020,2,20,5,15508.0
1625,2020,2,20,6,16373.0
1940,2020,2,20,7,17749.0
2255,2020,2,20,8,18612.0
2570,2020,2,20,9,18913.0
2885,2020,2,20,10,18965.0
3200,2020,2,20,11,19064.0
3515,2020,2,20,12,19155.0
3830,2020,2,20,13,19093.0
4145,2020,2,20,14,19037.0
4460,2020,2,20,15,19012.0
4775,2020,2,20,16,19096.0
5090,2020,2,20,17,19561.0
5405,2020,2,20,18,20301.0
5720,2020,2,20,19,20856.0
6035,2020,2,20,20,20575.0
6350,2020,2,20,21,20061.0
6665,2020,2,20,22,19314.0
6980,2020,2,20,23,18389.0
7295,2020,2,20,24,17414.0
51,2020,2,21,1,16665.0
366,2020,2,21,2,16271.0
681,2020,2,21,3,16083.0
996,2020,2,21,4,16066.0
1311,2020,2,21,5,16353.0
1626,2020,2,21,6,17165.0
1941,2020,2,21,7,18484.0
2256,2020,2,21,8,19369.0
2571,2020,2,21,9,19566.0
2886,2020,2,21,10,19470.0
3201,2020,2,21,11,19353.0
3516,2020,2,21,12,19067.0
3831,2020,2,21,13,18794.0
4146,2020,2,21,14,18617.0
4461,2020,2,21,15,18400.0
4776,2020,2,21,16,18488.0
5091,2020,2,21,17,18988.0
5406,2020,2,21,18,19752.0
5721,2020,2,21,19,20291.0
6036,2020,2,21,20,20051.0
6351,2020,2,21,21,19566.0
6666,2020,2,21,22,18870.0
6981,2020,2,21,23,17956.0
7296,2020,2,21,24,17058.0
52,2020,2,22,1,16311.0
367,2020,2,22,2,15810.0
682,2020,2,22,3,15532.0
997,2020,2,22,4,15415.0
1312,2020,2,22,5,15481.0
1627,2020,2,22,6,15785.0
1942,2020,2,22,7,16341.0
2257,2020,2,22,8,16764.0
2572,2020,2,22,9,16952.0
2887,2020,2,22,10,17010.0
3202,2020,2,22,11,16931.0
3517,2020,2,22,12,16700.0
3832,2020,2,22,13,16391.0
4147,2020,2,22,14,16100.0
4462,2020,2,22,15,15981.0
4777,2020,2,22,16,16117.0
5092,2020,2,22,17,16637.0
5407,2020,2,22,18,17498.0
5722,2020,2,22,19,18245.0
6037,2020,2,22,20,18086.0
6352,2020,2,22,21,17804.0
6667,2020,2,22,22,17320.0
6982,2020,2,22,23,16645.0
7297,2020,2,22,24,15881.0
53,2020,2,23,1,15224.0
368,2020,2,23,2,14781.0
683,2020,2,23,3,14545.0
998,2020,2,23,4,14414.0
1313,2020,2,23,5,14427.0
1628,2020,2,23,6,14722.0
1943,2020,2,23,7,15118.0
2258,2020,2,23,8,15407.0
2573,2020,2,23,9,15543.0
2888,2020,2,23,10,15613.0
3203,2020,2,23,11,15506.0
3518,2020,2,23,12,15393.0
3833,2020,2,23,13,15317.0
4148,2020,2,23,14,15195.0
4463,2020,2,23,15,15208.0
4778,2020,2,23,16,15494.0
5093,2020,2,23,17,16119.0
5408,2020,2,23,18,17167.0
5723,2020,2,23,19,18052.0
6038,2020,2,23,20,17979.0
6353,2020,2,23,21,17547.0
6668,2020,2,23,22,16877.0
6983,2020,2,23,23,15968.0
7298,2020,2,23,24,15095.0
54,2020,2,24,1,14434.0
369,2020,2,24,2,14076.0
684,2020,2,24,3,13892.0
999,2020,2,24,4,13898.0
1314,2020,2,24,5,14233.0
1629,2020,2,24,6,15277.0
1944,2020,2,24,7,16971.0
2259,2020,2,24,8,17805.0
2574,2020,2,24,9,17699.0
2889,2020,2,24,10,17412.0
3204,2020,2,24,11,17195.0
3519,2020,2,24,12,16937.0
3834,2020,2,24,13,16768.0
4149,2020,2,24,14,16677.0
4464,2020,2,24,15,16706.0
4779,2020,2,24,16,17074.0
5094,2020,2,24,17,17531.0
5409,2020,2,24,18,18385.0
5724,2020,2,24,19,18977.0
6039,2020,2,24,20,18681.0
6354,2020,2,24,21,18089.0
6669,2020,2,24,22,17217.0
6984,2020,2,24,23,16083.0
7299,2020,2,24,24,14971.0
55,2020,2,25,1,14244.0
370,2020,2,25,2,13828.0
685,2020,2,25,3,13628.0
1000,2020,2,25,4,13579.0
1315,2020,2,25,5,13852.0
1630,2020,2,25,6,14770.0
1945,2020,2,25,7,16471.0
2260,2020,2,25,8,17553.0
2575,2020,2,25,9,17954.0
2890,2020,2,25,10,18171.0
3205,2020,2,25,11,18176.0
3520,2020,2,25,12,18007.0
3835,2020,2,25,13,18033.0
4150,2020,2,25,14,17943.0
4465,2020,2,25,15,17840.0
4780,2020,2,25,16,17900.0
5095,2020,2,25,17,18202.0
5410,2020,2,25,18,18653.0
5725,2020,2,25,19,19047.0
6040,2020,2,25,20,18860.0
6355,2020,2,25,21,18308.0
6670,2020,2,25,22,17428.0
6985,2020,2,25,23,16303.0
7300,2020,2,25,24,15218.0
56,2020,2,26,1,14422.0
371,2020,2,26,2,13994.0
686,2020,2,26,3,13735.0
1001,2020,2,26,4,13662.0
1316,2020,2,26,5,13933.0
1631,2020,2,26,6,14866.0
1946,2020,2,26,7,16572.0
2261,2020,2,26,8,17677.0
2576,2020,2,26,9,18179.0
2891,2020,2,26,10,18414.0
3206,2020,2,26,11,18505.0
3521,2020,2,26,12,18488.0
3836,2020,2,26,13,18444.0
4151,2020,2,26,14,18437.0
4466,2020,2,26,15,18360.0
4781,2020,2,26,16,18372.0
5096,2020,2,26,17,18663.0
5411,2020,2,26,18,19187.0
5726,2020,2,26,19,19457.0
6041,2020,2,26,20,19117.0
6356,2020,2,26,21,18560.0
6671,2020,2,26,22,17753.0
6986,2020,2,26,23,16597.0
7301,2020,2,26,24,15462.0
57,2020,2,27,1,14631.0
372,2020,2,27,2,14220.0
687,2020,2,27,3,13987.0
1002,2020,2,27,4,13931.0
1317,2020,2,27,5,14193.0
1632,2020,2,27,6,15147.0
1947,2020,2,27,7,16866.0
2262,2020,2,27,8,17901.0
2577,2020,2,27,9,18317.0
2892,2020,2,27,10,18471.0
3207,2020,2,27,11,18586.0
3522,2020,2,27,12,18507.0
3837,2020,2,27,13,18348.0
4152,2020,2,27,14,18408.0
4467,2020,2,27,15,18357.0
4782,2020,2,27,16,18522.0
5097,2020,2,27,17,19127.0
5412,2020,2,27,18,19960.0
5727,2020,2,27,19,20687.0
6042,2020,2,27,20,20496.0
6357,2020,2,27,21,19973.0
6672,2020,2,27,22,19131.0
6987,2020,2,27,23,18035.0
7302,2020,2,27,24,16953.0
58,2020,2,28,1,16162.0
373,2020,2,28,2,15716.0
688,2020,2,28,3,15466.0
1003,2020,2,28,4,15441.0
1318,2020,2,28,5,15741.0
1633,2020,2,28,6,16624.0
1948,2020,2,28,7,18144.0
2263,2020,2,28,8,19028.0
2578,2020,2,28,9,19254.0
2893,2020,2,28,10,19244.0
3208,2020,2,28,11,19107.0
3523,2020,2,28,12,18914.0
3838,2020,2,28,13,18753.0
4153,2020,2,28,14,18706.0
4468,2020,2,28,15,18623.0
4783,2020,2,28,16,18784.0
5098,2020,2,28,17,19158.0
5413,2020,2,28,18,19762.0
5728,2020,2,28,19,20157.0
6043,2020,2,28,20,19837.0
6358,2020,2,28,21,19315.0
6673,2020,2,28,22,18619.0
6988,2020,2,28,23,17697.0
7303,2020,2,28,24,16678.0
59,2020,2,29,1,15983.0
374,2020,2,29,2,15524.0
689,2020,2,29,3,15288.0
1004,2020,2,29,4,15148.0
1319,2020,2,29,5,15218.0
1634,2020,2,29,6,15560.0
1949,2020,2,29,7,16152.0
2264,2020,2,29,8,16694.0
2579,2020,2,29,9,17180.0
2894,2020,2,29,10,17355.0
3209,2020,2,29,11,17556.0
3524,2020,2,29,12,17691.0
3839,2020,2,29,13,17708.0
4154,2020,2,29,14,17539.0
4469,2020,2,29,15,17451.0
4784,2020,2,29,16,17665.0
5099,2020,2,29,17,18160.0
5414,2020,2,29,18,18821.0
5729,2020,2,29,19,19554.0
6044,2020,2,29,20,19423.0
6359,2020,2,29,21,19081.0
6674,2020,2,29,22,18549.0
6989,2020,2,29,23,17785.0
7304,2020,2,29,24,16967.0
60,2020,3,1,1,16314.0
375,2020,3,1,2,15851.0
690,2020,3,1,3,15522.0
1005,2020,3,1,4,15365.0
1320,2020,3,1,5,15348.0
1635,2020,3,1,6,15587.0
1950,2020,3,1,7,15981.0
2265,2020,3,1,8,16322.0
2580,2020,3,1,9,16529.0
2895,2020,3,1,10,16542.0
3210,2020,3,1,11,16511.0
3525,2020,3,1,12,16371.0
3840,2020,3,1,13,16189.0
4155,2020,3,1,14,15990.0
4470,2020,3,1,15,15894.0
4785,2020,3,1,16,16199.0
5100,2020,3,1,17,16861.0
5415,2020,3,1,18,17856.0
5730,2020,3,1,19,18788.0
6045,2020,3,1,20,18748.0
6360,2020,3,1,21,18359.0
6675,2020,3,1,22,17642.0
6990,2020,3,1,23,16653.0
7305,2020,3,1,24,15716.0
61,2020,3,2,1,15032.0
376,2020,3,2,2,14638.0
691,2020,3,2,3,14406.0
1006,2020,3,2,4,14374.0
1321,2020,3,2,5,14624.0
1636,2020,3,2,6,15451.0
1951,2020,3,2,7,17010.0
2266,2020,3,2,8,17899.0
2581,2020,3,2,9,18097.0
2896,2020,3,2,10,18034.0
3211,2020,3,2,11,17718.0
3526,2020,3,2,12,17382.0
3841,2020,3,2,13,17188.0
4156,2020,3,2,14,17117.0
4471,2020,3,2,15,17122.0
4786,2020,3,2,16,17440.0
5101,2020,3,2,17,17961.0
5416,2020,3,2,18,18688.0
5731,2020,3,2,19,19103.0
6046,2020,3,2,20,18759.0
6361,2020,3,2,21,18107.0
6676,2020,3,2,22,17176.0
6991,2020,3,2,23,16015.0
7306,2020,3,2,24,14867.0
62,2020,3,3,1,14077.0
377,2020,3,3,2,13615.0
692,2020,3,3,3,13356.0
1007,2020,3,3,4,13284.0
1322,2020,3,3,5,13527.0
1637,2020,3,3,6,14446.0
1952,2020,3,3,7,16031.0
2267,2020,3,3,8,16909.0
2582,2020,3,3,9,17023.0
2897,2020,3,3,10,16815.0
3212,2020,3,3,11,16750.0
3527,2020,3,3,12,17018.0
3842,2020,3,3,13,17111.0
4157,2020,3,3,14,17197.0
4472,2020,3,3,15,17342.0
4787,2020,3,3,16,17593.0
5102,2020,3,3,17,18020.0
5417,2020,3,3,18,18566.0
5732,2020,3,3,19,18848.0
6047,2020,3,3,20,18514.0
6362,2020,3,3,21,17937.0
6677,2020,3,3,22,17099.0
6992,2020,3,3,23,15957.0
7307,2020,3,3,24,14875.0
63,2020,3,4,1,14140.0
378,2020,3,4,2,13724.0
693,2020,3,4,3,13508.0
1008,2020,3,4,4,13470.0
1323,2020,3,4,5,13726.0
1638,2020,3,4,6,14648.0
1953,2020,3,4,7,16184.0
2268,2020,3,4,8,17128.0
2583,2020,3,4,9,17330.0
2898,2020,3,4,10,17290.0
3213,2020,3,4,11,17079.0
3528,2020,3,4,12,16865.0
3843,2020,3,4,13,16727.0
4158,2020,3,4,14,16841.0
4473,2020,3,4,15,16955.0
4788,2020,3,4,16,17208.0
5103,2020,3,4,17,17713.0
5418,2020,3,4,18,18349.0
5733,2020,3,4,19,18949.0
6048,2020,3,4,20,18765.0
6363,2020,3,4,21,18179.0
6678,2020,3,4,22,17345.0
6993,2020,3,4,23,16158.0
7308,2020,3,4,24,15070.0
64,2020,3,5,1,14338.0
379,2020,3,5,2,13963.0
694,2020,3,5,3,13795.0
1009,2020,3,5,4,13782.0
1324,2020,3,5,5,14074.0
1639,2020,3,5,6,15048.0
1954,2020,3,5,7,16625.0
2269,2020,3,5,8,17428.0
2584,2020,3,5,9,17538.0
2899,2020,3,5,10,17348.0
3214,2020,3,5,11,17121.0
3529,2020,3,5,12,16872.0
3844,2020,3,5,13,16611.0
4159,2020,3,5,14,16489.0
4474,2020,3,5,15,16451.0
4789,2020,3,5,16,16663.0
5104,2020,3,5,17,17181.0
5419,2020,3,5,18,17939.0
5734,2020,3,5,19,18713.0
6049,2020,3,5,20,18631.0
6364,2020,3,5,21,18203.0
6679,2020,3,5,22,17385.0
6994,2020,3,5,23,16322.0
7309,2020,3,5,24,15293.0
65,2020,3,6,1,14525.0
380,2020,3,6,2,14111.0
695,2020,3,6,3,13885.0
1010,2020,3,6,4,13873.0
1325,2020,3,6,5,14195.0
1640,2020,3,6,6,15118.0
1955,2020,3,6,7,16625.0
2270,2020,3,6,8,17484.0
2585,2020,3,6,9,17704.0
2900,2020,3,6,10,17821.0
3215,2020,3,6,11,17897.0
3530,2020,3,6,12,18017.0
3845,2020,3,6,13,18110.0
4160,2020,3,6,14,18248.0
4475,2020,3,6,15,18265.0
4790,2020,3,6,16,18386.0
5105,2020,3,6,17,18681.0
5420,2020,3,6,18,19076.0
5735,2020,3,6,19,19277.0
6050,2020,3,6,20,18930.0
6365,2020,3,6,21,18397.0
6680,2020,3,6,22,17668.0
6995,2020,3,6,23,16745.0
7310,2020,3,6,24,15713.0
66,2020,3,7,1,14969.0
381,2020,3,7,2,14493.0
696,2020,3,7,3,14171.0
1011,2020,3,7,4,14098.0
1326,2020,3,7,5,14186.0
1641,2020,3,7,6,14622.0
1956,2020,3,7,7,15256.0
2271,2020,3,7,8,15861.0
2586,2020,3,7,9,16274.0
2901,2020,3,7,10,16325.0
3216,2020,3,7,11,16268.0
3531,2020,3,7,12,16117.0
3846,2020,3,7,13,15814.0
4161,2020,3,7,14,15544.0
4476,2020,3,7,15,15427.0
4791,2020,3,7,16,15597.0
5106,2020,3,7,17,16193.0
5421,2020,3,7,18,16994.0
5736,2020,3,7,19,17894.0
6051,2020,3,7,20,17934.0
6366,2020,3,7,21,17636.0
6681,2020,3,7,22,17105.0
6996,2020,3,7,23,16391.0
7311,2020,3,7,24,15605.0
67,2020,3,8,1,14935.0
382,2020,3,8,2,14499.0
697,2020,3,8,3,14264.0
1012,2020,3,8,4,14143.0
1327,2020,3,8,5,14276.0
1642,2020,3,8,6,14648.0
1957,2020,3,8,7,15046.0
2272,2020,3,8,8,15402.0
2587,2020,3,8,9,15473.0
2902,2020,3,8,10,15384.0
3217,2020,3,8,11,15239.0
3532,2020,3,8,12,15155.0
3847,2020,3,8,13,15006.0
4162,2020,3,8,14,14814.0
4477,2020,3,8,15,14727.0
4792,2020,3,8,16,14987.0
5107,2020,3,8,17,15563.0
5422,2020,3,8,18,16237.0
5737,2020,3,8,19,17107.0
6052,2020,3,8,20,17081.0
6367,2020,3,8,21,16453.0
6682,2020,3,8,22,15597.0
6997,2020,3,8,23,14653.0
7312,2020,3,8,24,
68,2020,3,9,1,13911.0
383,2020,3,9,2,13458.0
698,2020,3,9,3,13210.0
1013,2020,3,9,4,13152.0
1328,2020,3,9,5,13353.0
1643,2020,3,9,6,14228.0
1958,2020,3,9,7,15888.0
2273,2020,3,9,8,17085.0
2588,2020,3,9,9,17178.0
2903,2020,3,9,10,16867.0
3218,2020,3,9,11,16576.0
3533,2020,3,9,12,16326.0
3848,2020,3,9,13,16088.0
4163,2020,3,9,14,15968.0
4478,2020,3,9,15,15822.0
4793,2020,3,9,16,15900.0
5108,2020,3,9,17,16246.0
5423,2020,3,9,18,16703.0
5738,2020,3,9,19,17042.0
6053,2020,3,9,20,17651.0
6368,2020,3,9,21,17331.0
6683,2020,3,9,22,16535.0
6998,2020,3,9,23,15448.0
7313,2020,3,9,24,14323.0
69,2020,3,10,1,13494.0
384,2020,3,10,2,13010.0
699,2020,3,10,3,12747.0
1014,2020,3,10,4,12673.0
